PFI,LOCALITY,GAZLOC,VICNAMESID,PFI_CR,UFI,UFI_CR,UFI_OLD,NAMESAKE,BROAD_CATEGORY1,LANGUAGE,DETAILS
205409126,DOREEN,DOREEN,101000,27/09/2005,522214192,18/11/2016,468966314,Unknown,Unknown,Unknown,Formerly Hazel Glen
205410141,DOVETON,DOVETON,101005,27/09/2005,468966975,24/10/2013,300942836,Public figure,Person,English,"Named after Francis Doveton, Commissioner on the Central Goldfields"
205409172,DROMANA,DROMANA,101012,27/09/2005,468967389,24/10/2013,300945801,Place in Ireland,Place outside Australia,Irish,Named after Dromina or Dromana in Ireland
205410282,EAGLEMONT,EAGLEMONT,101058,27/09/2005,482260014,29/05/2014,468966610,Terrain,Nature,English,Named for local estate 'Eaglemont'. Comes from highest point here referred to as 'Mount Eagle'
205410307,EAST MELBOURNE,EAST MELBOURNE,101063,27/09/2005,468966720,24/10/2013,300946009,British politician,Person,English,"Named for British Prime Minister, William Lamb, 2nd Viscount Melbourne"
205407696,EAST WARBURTON,EAST WARBURTON,101066,27/09/2005,468966309,24/10/2013,300945330,Early European settler,Person,English,"Named for Castlemaine's Police Magistrate, Charles Warburton Carr"
205409373,EDEN PARK,,,,,,,Local estate,Local estate,English,Named for Eden Park estate
205410293,EDITHVALE,EDITHVALE,101084,27/09/2005,468967049,24/10/2013,300942593,Local estate,Local estate,English,"Named for Edithvale Farm, owned by John and Edith Greves"
205407438,EILDON,,,,,,,Place in the UK,Place outside Australia,Scottish,"Named for local estate 'Eildon', itself probably named for Eildon Hills in Scotland"
205410254,ELSTERNWICK,ELSTERNWICK,101101,27/09/2005,468966859,24/10/2013,300942495,Local estate,Local estate,"German, English",Combination of 'Elster' (German for magpie) and 'wick' (Anglo-Saxon for village)
205409633,ELTHAM,ELTHAM,101103,27/09/2005,468966470,24/10/2013,300945808,Place in the UK,Place outside Australia,English,Named for the subub of the same name in London
205410146,ELTHAM NORTH,ELTHAM NORTH,101105,27/09/2005,468966468,24/10/2013,300945814,Place in the UK,Place outside Australia,English,Named for the subub of the same name in London
205410253,ELWOOD,ELWOOD,101106,27/09/2005,468966845,24/10/2013,300942491,Public figure,Person,English,"Named for Thomas Ellwood, a 17th century English poet"
205408694,EMERALD,EMERALD,101107,27/09/2005,468966864,24/10/2013,300944275,Early European settler,Person,English,"Named for Jack Emerald, an early prospector murdered in 1858"
205409664,ENDEAVOUR HILLS,ENDEAVOUR HILLS,101113,27/09/2005,468966950,24/10/2013,300943203,Historic event or item,Historic event or item,English,Named for Captain James Cook's ship 'Endeavour'
205409090,EPPING,EPPING,101119,27/09/2005,528890030,31/03/2017,468966363,Place in the UK,Place outside Australia,English,"Named for Epping, England"
205410024,ESSENDON,ESSENDON,101127,27/09/2005,525072411,20/01/2017,468966568,Place in the UK,Place outside Australia,English,"Named for the village of Essendon in Hertfordshire, England"
211661436,ESSENDON FIELDS,ESSENDON FIELDS,103717,15/08/2008,468966522,24/10/2013,315530590,Place in the UK,Place outside Australia,English,"Named for the village of Essendon in Hertfordshire, England"
205410374,ESSENDON NORTH,ESSENDON NORTH,101128,27/09/2005,468966562,24/10/2013,300944051,Place in the UK,Place outside Australia,English,"Named for the village of Essendon in Hertfordshire, England"
205410357,ESSENDON WEST,ESSENDON WEST,101129,27/09/2005,468966587,24/10/2013,300942420,Place in the UK,Place outside Australia,English,"Named for the village of Essendon in Hertfordshire, England"
205410355,EUMEMMERRING,EUMEMMERRING,101130,27/09/2005,468967013,24/10/2013,300942418,Terrain,Nature,Indigenous,Derived from local word to refer to a creek meaning 'pleasure' or 'agreement'
205409824,EXFORD,EXFORD,101141,27/09/2005,468966500,24/10/2013,300943025,Local estate,Local estate,English,Named after Exford Estate on Werribee River
205408523,EYNESBURY,EYNESBURY,101143,27/09/2005,533917361,16/06/2017,468966573,Place in the UK,Place outside Australia,English,"Named after Eynesbury Estate, itself derived from Eynesbury near  Bedford, England"
205410189,FAIRFIELD,FAIRFIELD,101145,27/09/2005,531892048,18/05/2017,468966627,Place in the UK,Place outside Australia,English,"Named after Fairfield, Derbyshire, England"
205410064,FAWKNER,FAWKNER,101155,27/09/2005,468966471,24/10/2013,317906144,Early European settler,Person,English,Named after John Pascoe Fawkner
205408453,FERNSHAW,,,,,,,Plant,Nature,English,"Named for the 'shaws of the ferns'. Formerly The Watts, Watts, Watts Bright and Watts Crossing."
205409709,FERNTREE GULLY,FERNTREE GULLY,101165,27/09/2005,468966842,24/10/2013,312698446,Terrain,Nature,English,Possibly named after landscape painting called 'Fern Tree Gully'
205410114,FERNY CREEK,FERNY CREEK,101166,27/09/2005,468966831,24/10/2013,300942802,Terrain,Nature,English,Named for abundance of tree ferns
425658405,FIELDSTONE,FIELDSTONE,123260,23/02/2017,529679398,12/04/2017,528119230,Unknown,Unknown,Unknown,
205409567,FINGAL,FINGAL,101168,27/09/2005,499359286,16/07/2015,468967489,Place in the UK,Place outside Australia,Scottish,Named after 'Fingals Cave' in Scotland
205410337,FITZROY,FITZROY,101172,27/09/2005,468966683,24/10/2013,300942401,Local politician or judge,Person,English,Named after Governor Charles Fitzroy
205410260,FITZROY NORTH,FITZROY NORTH,101174,27/09/2005,468966645,24/10/2013,300942516,Local politician or judge,Person,English,Named after Governor Charles Fitzroy
205410236,FLEMINGTON,FLEMINGTON,101178,27/09/2005,536811776,11/08/2017,482420449,Place in the UK,Place outside Australia,Scottish,Named after Flemington Estate in Scotland
205408585,FLINDERS,FLINDERS,101180,27/09/2005,508000350,12/02/2016,468967517,Public figure,Person,English,Named after Captain Matthew Flinders
205410085,FOOTSCRAY,FOOTSCRAY,101188,27/09/2005,520894227,21/10/2016,468966671,Place in the UK,Place outside Australia,English,"Named after 'Foots Cray' in Kent, England"
205410147,FOREST HILL,FOREST HILL,101190,27/09/2005,468966767,24/10/2013,300942840,Terrain,Nature,English,Descriptive of the area
205409512,FRANKSTON,FRANKSTON,101201,27/09/2005,537196127,18/08/2017,468967160,Military figure,Person,English,"Origin of the name is uncertain, most probable contemporary theory is it is named for General Sir Thomas Franks"
205410077,FRANKSTON NORTH,FRANKSTON NORTH,101202,27/09/2005,537535784,25/08/2017,537196126,Military figure,Person,English,"Origin of the name is uncertain, most probable contemporary theory is it is named for General Sir Thomas Franks"
205409690,FRANKSTON SOUTH,FRANKSTON SOUTH,101203,27/09/2005,468967199,24/10/2013,300943230,Military figure,Person,English,"Origin of the name is uncertain, most probable contemporary theory is it is named for General Sir Thomas Franks"
425679826,FRASER RISE,FRASER RISE,123261,23/02/2017,529679399,12/04/2017,528119232,Unknown,Unknown,English,New residential estate name
210516629,GAFFNEYS CREEK,,,,,,,Early European settler,Person,English,Named for Terrance Thomas Gaffney who discovered gold. Formerly known as Lauraville.
205410393,GARDENVALE,GARDENVALE,101217,27/09/2005,468966891,24/10/2013,300942453,Local estate,Local estate,English,Probably named for the Garden Vale Estate nearby
205409306,GARFIELD,GARFIELD,101218,27/09/2005,468967091,24/10/2013,300943740,American public figure,Person,English,"Named after General J. Abram Garfield, President of the USA"
205409460,GARFIELD NORTH,GARFIELD NORTH,101219,27/09/2005,468967026,24/10/2013,310762867,American public figure,Person,English,"Named after General J. Abram Garfield, President of the USA"
205407628,GEMBROOK,GEMBROOK,101234,27/09/2005,505672859,16/12/2015,486366421,Mining,Industry,English,Named because of gemstones found in the creek
205407648,GENTLE ANNIE,,,,,,,Unknown,Unknown,Scottish,Possibly named for Scottish weather spirit
205409705,GILDEROY,,,,,,,Early European settler,Person,English,Either named for English highwayman or after D. Gillies
205408098,GISBORNE,GISBORNE,101256,27/09/2005,530817845,5/05/2017,499879650,Public figure,Person,English,"Named after one of the early Crown Lands Commissioners for Port Phillip, Henry F. Gisborne"
205409579,GISBORNE SOUTH,GISBORNE SOUTH,101257,27/09/2005,530817846,5/05/2017,468966257,Public figure,Person,English,"Named after one of the early Crown Lands Commissioners for Port Phillip, Henry F. Gisborne"
205410168,GLADSTONE PARK,GLADSTONE PARK,101259,27/09/2005,468966454,24/10/2013,300942665,Early European settler,Person,English,Named for the Gladstone family
205409381,GLADYSDALE,,,,,,,Early European settler,Person,English,"Named for Gladys Pettit, daughter of local postmaster. Formerly Slaty Creek."
205410366,GLEN HUNTLY,GLEN HUNTLY,101265,27/09/2005,468966874,24/10/2013,300942429,Historic event or item,Historic event or item,Scottish,Named for the ship 'Glen Huntly' which was a fever-striken ship quarantined in Port Phillip Bay in 1840
205409942,GLEN IRIS,GLEN IRIS,101267,27/09/2005,539206559,22/09/2017,536531431,Local estate,Local estate,Scottish,"Named for Glen iris Estate, in turn came from the name of the ship that its owner, James C. Turner, had arrived on into Melbourne - the 'Iris'"
205409628,GLEN WAVERLEY,GLEN WAVERLEY,101271,27/09/2005,468966829,24/10/2013,300943335,Place in the UK,Place outside Australia,Scottish,"Possibly Waverley Station in Edinburgh, from books by Sir Walter Scott"
205409903,GLENROY,GLENROY,101312,27/09/2005,525632925,3/02/2017,501444377,Place in the UK,Place outside Australia,Scottish,"Named for Glenroy in Inverness, Scotland"
205410340,GOWANBRAE,GOWANBRAE,101349,27/09/2005,468966479,24/10/2013,300942403,Place in the UK,Place outside Australia,Scottish,Named for a guesthouse in Scotland that received many Australian visitors
425650134,GRANGEFIELDS,GRANGEFIELDS,123257,22/02/2017,529679400,12/04/2017,528119236,Unknown,Unknown,Unknown,
205409848,GREENSBOROUGH,GREENSBOROUGH,101381,27/09/2005,497551528,1/06/2015,468966451,Early European settler,Person,English,Named for Edward Bernard Green
205409173,GREENVALE,GREENVALE,101383,27/09/2005,532885843,2/06/2017,520894224,Early European settler,Person,English,Named for William Pomeroy Greene
205408609,GRUYERE,GRUYERE,101394,27/09/2005,468966473,24/10/2013,300944356,Place in continental Europe,Place outside Australia,French,"Named for the village of Gruyere, Switzerland"
205410173,GUYS HILL,,,,,,,Early European settler,Person,English,Probably named for Hebert Guy who ran local general store.
205410217,HADFIELD,HADFIELD,101405,27/09/2005,501444379,4/09/2015,468966489,Public figure,Person,English,Named for a Broadmeadows City councillor
205409931,HALLAM,HALLAM,101406,27/09/2005,468967009,24/10/2013,300942972,Public figure,Person,English,Named for William Hallam
205410134,HAMPTON,HAMPTON,101414,27/09/2005,531523330,15/05/2017,526492961,Early European settler,Person,English,"Named for D.B.Hampton, and possibly also connected to the name for the English royal residence"
205410335,HAMPTON EAST,HAMPTON EAST,101415,27/09/2005,468966937,24/10/2013,300942400,Early European settler,Person,English,"Named for D.B.Hampton, and possibly also connected to the name for the English royal residence"
205409729,HAMPTON PARK,HAMPTON PARK,101416,27/09/2005,468967035,24/10/2013,300943269,Early European settler,Person,English,"Named for D.B.Hampton, and possibly also connected to the name for the English royal residence"
205409747,HARKAWAY,HARKAWAY,101423,27/09/2005,496500467,5/05/2015,468966987,Animal,Nature,English,Probably named for an English racehorse of the same name
425633658,HARKNESS,HARKNESS,123252,20/02/2017,529679401,12/04/2017,528119226,Unknown,Unknown,Scottish,
205409304,HASTINGS,HASTINGS,101429,27/09/2005,468967352,24/10/2013,300943739,British politician,Person,English,"Either from Warren Hastings, Governor-General of India, or after Hastings in Sussex, England"
205410035,HAWTHORN,HAWTHORN,101436,27/09/2005,468966732,24/10/2013,300943308,Plant,Nature,English,Probably from a conversation involving Governor Charles La Trobe after the native shrubs that apparently looked like Hawthorn bushes
205410190,HAWTHORN EAST,HAWTHORN EAST,101437,27/09/2005,527328599,3/03/2017,468966739,Plant,Nature,English,Probably from a conversation involving Governor Charles La Trobe after the native shrubs that apparently looked like Hawthorn bushes
205407805,HEALESVILLE,HEALESVILLE,101443,27/09/2005,468966339,24/10/2013,300945193,Local politician or judge,Person,English,"Named for former Premier of Victoria, Richard Heales"
205409261,HEATH HILL,,,,,,,Terrain,Nature,English,Named for hill covered in heath
205409987,HEATHERTON,HEATHERTON,101449,27/09/2005,468966947,24/10/2013,300942844,Plant,Nature,Scottish,"Named after plant cover, apparently similar to Scottish heather"
205410119,HEATHMONT,HEATHMONT,101451,27/09/2005,468966742,24/10/2013,300942807,Plant,Nature,Scottish,"Named after plant cover, apparently similar to Scottish heather"
205410228,HEIDELBERG,HEIDELBERG,101454,27/09/2005,482260013,29/05/2014,468966575,Place in continental Europe,Place outside Australia,German,Named after the German city of Heidelberg
205410257,HEIDELBERG HEIGHTS,HEIDELBERG HEIGHTS,101455,27/09/2005,483789945,15/07/2014,482260012,Place in continental Europe,Place outside Australia,German,Named after the German city of Heidelberg
205410209,HEIDELBERG WEST,HEIDELBERG WEST,101456,27/09/2005,468966546,24/10/2013,314432038,Place in continental Europe,Place outside Australia,German,Named after the German city of Heidelberg
205410171,HIGHETT,HIGHETT,101474,27/09/2005,468966952,24/10/2013,300942668,Local politician or judge,Person,English,Named for William Highett
205409937,HILLSIDE (GREATER MELBOURNE),HILLSIDE,101485,27/09/2005,526628600,23/02/2017,506716291,Unknown,Unknown,Unknown,Possibly after David Hill or the proximity to a hill
205409687,HMAS CERBERUS,HMAS CERBERUS,101487,27/09/2005,531371266,12/05/2017,508000343,Other local places,Other local places,Greek,"Named for HMAS Cerberus Naval Base, in turn named for HMAS Cerberus (the ship)"
205408808,HODDLES CREEK,,,,,,,Public figure,Person,English,"Named for Robert Hoddle, Victoria's first Surveyor-General who passed here during one of his expeditions"
205409970,HOPETOUN PARK,,,,,,,Unknown,Unknown,English,New residential estate name
205409591,HOPPERS CROSSING,HOPPERS CROSSING,101496,27/09/2005,468966800,24/10/2013,317376276,Early European settler,Person,English,Named for the Hopper family and level crossing
205410295,HUGHESDALE,HUGHESDALE,101509,27/09/2005,468966877,24/10/2013,300942595,Local politician or judge,Person,English,Named for James Vincent Hughes
205409031,HUMEVALE,HUMEVALE,101510,27/09/2005,468966193,24/10/2013,300943974,Early European explorer,Person,English,Combination of 'Hume' (named for the explorer) and 'vale'
205410371,HUNTINGDALE,HUNTINGDALE,101513,27/09/2005,468966908,24/10/2013,300942433,Other local places,Other local places,English,Formerly East Oakleigh. Name taken from Melbourne Hunting Club in the vicinity.
205409689,HURSTBRIDGE,HURSTBRIDGE,101519,27/09/2005,468966365,24/10/2013,300943228,Early European settler,Person,English,"Formerly Hurst's Bridge, named for Henry Hurst"
205409359,IONA,,,,,,,Place in the UK,Place outside Australia,Scottish,Named for island in Scottish Hebrides. Formerly Bunyip South or 'The Swamp'.
205410081,IVANHOE,IVANHOE,101548,27/09/2005,483789946,15/07/2014,468966605,Local estate,Local estate,Scottish,"Named after a farming estate, taken from the novel by Sir Walter Scott"
205410288,IVANHOE EAST,IVANHOE EAST,101549,27/09/2005,468966628,24/10/2013,301334525,Local estate,Local estate,Scottish,"Named after a farming estate, taken from the novel by Sir Walter Scott"
205410342,JACANA,JACANA,101550,27/09/2005,468966456,24/10/2013,300942405,Other local places,Other local places,Portugese,"Named for Jacana Station, itself possibly named for the bird 'Jacana'"
205407576,JERICHO,,,,,,,Place in the Middle East,Place outside Australia,Arabic,"Named for Jericho in Palestine, biblical reference"
205410336,JUNCTION VILLAGE,JUNCTION VILLAGE,101582,27/09/2005,515612533,8/07/2016,468967166,Other local places,Other local places,English,Named for the junction of roads
205409984,KALKALLO,KALKALLO,101591,27/09/2005,520460021,14/10/2016,468966232,Historic event or item,Historic event or item,Indigenous,From 'Kal Kal' meaning tomahawk or bug
205409768,KALLISTA,KALLISTA,101593,27/09/2005,468966858,24/10/2013,300943136,Terrain,Nature,Greek,"Originally named South Sassafras, renamed to Kallista (Greek meaning 'most beautiful') in 1925"
205409952,KALORAMA,KALORAMA,101594,27/09/2005,468966715,24/10/2013,300942989,Terrain,Nature,Greek,"Takes its name from 'Kalos', meaning 'beautiful' in Classical (Attic) Greek"
205409125,KANGAROO GROUND,KANGAROO GROUND,101602,27/09/2005,468966423,24/10/2013,300943900,Animal,Nature,Indigenous,Possibly from 'ganurru' used to described the animal
205410265,KEALBA,KEALBA,101622,27/09/2005,468966543,24/10/2013,300945920,Portmanteau,Portmanteau,English,Combination of 'Keilor' and 'St Albans'
205409845,KEILOR,KEILOR,101624,27/09/2005,530817848,5/05/2017,468966464,Place in the UK,Place outside Australia,Scottish,Named by James Watson after the property of his father in Scotland
205410099,KEILOR DOWNS,KEILOR DOWNS,101626,27/09/2005,530817849,5/05/2017,468966514,Place in the UK,Place outside Australia,Scottish,Named by James Watson after the property of his father in Scotland
205409865,KEILOR EAST,KEILOR EAST,101628,27/09/2005,468966534,24/10/2013,300945934,Place in the UK,Place outside Australia,Scottish,Named by James Watson after the property of his father in Scotland
205410368,KEILOR LODGE,KEILOR LODGE,101629,27/09/2005,468966478,24/10/2013,300945942,Place in the UK,Place outside Australia,Scottish,Named by James Watson after the property of his father in Scotland
205409968,KEILOR NORTH,KEILOR NORTH,101630,27/09/2005,468966431,24/10/2013,300945936,Place in the UK,Place outside Australia,Scottish,Named by James Watson after the property of his father in Scotland
205410212,KEILOR PARK,KEILOR PARK,101631,27/09/2005,468966508,24/10/2013,300946074,Place in the UK,Place outside Australia,Scottish,Named by James Watson after the property of his father in Scotland
205410285,KENSINGTON,KENSINGTON,101640,27/09/2005,536811777,11/08/2017,468966674,Place in the UK,Place outside Australia,English,Named for Royal Borough ot Kensington in London
205409835,KEW,KEW,101649,27/09/2005,468966669,24/10/2013,300946046,Place in the UK,Place outside Australia,English,Named for Kew in London
205410149,KEW EAST,KEW EAST,101650,27/09/2005,468966657,24/10/2013,301334526,Place in the UK,Place outside Australia,English,Named for Kew in London
205409442,KEYSBOROUGH,KEYSBOROUGH,101653,27/09/2005,468966999,24/10/2013,300941945,Early European settler,Person,Irish,Named for the Keys family
205409877,KILSYTH,KILSYTH,101669,27/09/2005,515417591,4/07/2016,468966679,Place in the UK,Place outside Australia,Scottish,Named after Kilsyth in Scotland
205410199,KILSYTH SOUTH,KILSYTH SOUTH,101670,27/09/2005,468966744,24/10/2013,300942706,Place in the UK,Place outside Australia,Scottish,Named after Kilsyth in Scotland
205407963,KINGLAKE,KINGLAKE,101673,27/09/2005,536179460,28/07/2017,522214189,Public figure,Person,English,"Named after Alexander William Kinglake, who wrote a history of the Crimean War"
205409040,KINGLAKE CENTRAL,KINGLAKE CENTRAL,101675,27/09/2005,468966142,24/10/2013,300943982,Public figure,Person,English,"Named after Alexander William Kinglake, who wrote a history of the Crimean War"
205408456,KINGLAKE WEST,KINGLAKE WEST,101676,27/09/2005,468966143,24/10/2013,300944588,Public figure,Person,English,"Named after Alexander William Kinglake, who wrote a history of the Crimean War"
205410258,KINGS PARK,KINGS PARK,101680,27/09/2005,468966542,24/10/2013,300942508,Early European settler,Person,English,Named for the King family
205410344,KINGSBURY,KINGSBURY,101681,27/09/2005,468966518,24/10/2013,300942407,Military figure,Person,English,"Named after Private Bruce Steel Kingsbury, who was posthumously awarded the Victoria Cross for action in Papua New Guinea in 1942 and was from Preston"
205410373,KINGSVILLE,KINGSVILLE,101683,27/09/2005,468966712,24/10/2013,300942435,Local estate,Local estate,English,"One of two large estates, the other being Queensville"
205410050,KNOXFIELD,KNOXFIELD,101691,27/09/2005,468966843,24/10/2013,302848838,Local politician or judge,Person,English,"Named after Sir George Hodges Knox, former parliamentarian"
205408571,KOO WEE RUP,KOO WEE RUP,101699,27/09/2005,468967191,24/10/2013,300944323,Animal,Nature,Indigenous,From local word for 'blackfish swimming'
205410113,KOO WEE RUP NORTH,KOO WEE RUP NORTH,101700,27/09/2005,468967172,24/10/2013,300942801,Animal,Nature,Indigenous,From local word for 'blackfish swimming'
205410383,KOOYONG,KOOYONG,101712,27/09/2005,468966783,24/10/2013,300945876,Terrain,Nature,Indigenous,"Originally Kooyong Koot Creek, possibly local word for 'camp', 'resting place' or 'haunt of the wild fowl'"
205409837,KURUNJANG,KURUNJANG,101732,27/09/2005,532434171,26/05/2017,468966405,Aboriginal clan,Aboriginal clan,Indigenous,Named for local Kurung jang balluk clan
205408474,LABERTOUCHE,,,,,,,Public figure,Person,English,"Named for P.P.Labertouche, secretary to John Steavenson, Commissioner for Roads and Bridges"
205409883,LALOR,LALOR,101780,27/09/2005,468966421,24/10/2013,313479133,Local politician or judge,Person,English,Named for Peter Lalor
205408105,LANG LANG,LANG LANG,101790,27/09/2005,468967302,24/10/2013,303970867,Terrain,Nature,Indigenous,From 'Laang Laang' meaning 'stones' or 'stony'
205409649,LANG LANG EAST,LANG LANG EAST,101792,27/09/2005,468967316,24/10/2013,300943369,Terrain,Nature,Indigenous,From 'Laang Laang' meaning 'stones' or 'stony'
205409232,LANGWARRIN,LANGWARRIN,101799,27/09/2005,537535785,25/08/2017,468967157,Local estate,Local estate,English,From a run called 'Lang Waring or Long Waring'
205409910,LANGWARRIN SOUTH,LANGWARRIN SOUTH,101800,27/09/2005,468967229,24/10/2013,300942949,Local estate,Local estate,English,From a run called 'Lang Waring or Long Waring'
205409044,LAUNCHING PLACE,LAUNCHING PLACE,101806,27/09/2005,485349121,21/08/2014,468966569,Historic event or item,Historic event or item,English,Named as it was where logs were cut and floated down the Yarra River to Melbourne to be milled
205409979,LAVERTON,LAVERTON,101809,27/09/2005,520447287,14/10/2016,468966792,Place in the UK,Place outside Australia,English,"Named after Laverton, England"
205409669,LAVERTON NORTH,LAVERTON NORTH,101811,27/09/2005,532434177,26/05/2017,529719255,Place in the UK,Place outside Australia,English,"Named after Laverton, England"
205409221,LILYDALE,LILYDALE,101843,27/09/2005,468966544,24/10/2013,300943813,Terrain,Nature,English,"Uncertain, possibly either a surveyor observing lilies growing in water or a worker singing a song called 'Lilly Dale'"
205407673,LITTLE RIVER,LITTLE RIVER,101862,27/09/2005,530410364,28/04/2017,468966840,Terrain,Nature,English,Named for nearby Little River
205409236,LOCH VALLEY,,,,,,,Unknown,Unknown,Scottish,
205409821,LONG FOREST,,,,,,,Unknown,Unknown,English,
205408705,LONGWARRY,,,,,,,Terrain,Nature,Indigenous,Local word meaning 'waterhole' or 'meeting of two waters'
205409887,LONGWARRY NORTH,,,,,,,Terrain,Nature,Indigenous,Local word meaning 'waterhole' or 'meeting of two waters'
205409993,LOWER PLENTY,LOWER PLENTY,101894,27/09/2005,468966537,24/10/2013,300945811,Terrain,Nature,English,"Named for the Plenty River, itself named by early European settlers for the landscapes promise of plenty"
205410143,LYNBROOK,LYNBROOK,101902,27/09/2005,468967054,24/10/2013,300941964,Unknown,Unknown,English,"First part of name possibly from Lyndhurst, originally Bald Hills"
205409598,LYNDHURST,LYNDHURST,101903,27/09/2005,534795980,30/06/2017,468967066,British politician,Person,English,Named for Baron Lyndhurst (John Singleton Copley)
205409160,LYSTERFIELD,LYSTERFIELD,101907,27/09/2005,468966907,24/10/2013,312698428,Early European settler,Person,English,Named for William Saurin Lyster
205410109,LYSTERFIELD SOUTH,LYSTERFIELD SOUTH,101909,27/09/2005,468966951,24/10/2013,300945989,Early European settler,Person,English,Named for William Saurin Lyster
205409223,MACCLESFIELD,,,,,,,Place in the UK,Place outside Australia,English,Named for Macclesfield in England
205410110,MACLEOD,MACLEOD,101914,27/09/2005,468966504,24/10/2013,314432031,Early European settler,Person,English,Named for Malcolm Macleod
205410216,MAIDSTONE,MAIDSTONE,101927,27/09/2005,468966643,24/10/2013,300942723,Place in the UK,Place outside Australia,English,Named for Maidstone in England
205409284,MAIN RIDGE,MAIN RIDGE,101930,27/09/2005,534795983,30/06/2017,468967473,Terrain,Nature,English,Named after ridge
205410234,MALVERN,MALVERN,101941,27/09/2005,541122140,27/10/2017,540660552,Place in the UK,Place outside Australia,English,Named after Malvern Hills in England
205409960,MALVERN EAST,MALVERN EAST,101942,27/09/2005,535164977,7/07/2017,520894229,Place in the UK,Place outside Australia,English,Named after Malvern Hills in England
205409057,MAMBOURIN,MAMBOURIN,101943,27/09/2005,513238134,27/05/2016,468966854,Aboriginal person,Person,Indigenous,"Named for the term 'Mamborn', the personal name of a member of the Wathaurong"
423752265,MANOR LAKES,MANOR LAKES,122956,23/03/2016,517076529,11/08/2016,509955794,Other local places,Other local places,English,"Named for 'The Manor', a former mansion in the area originally built for Percy Chirnside"
205410051,MARIBYRNONG,MARIBYRNONG,101959,27/09/2005,520894226,21/10/2016,468966606,Animal,Nature,Indigenous,Anglicised version of local term 'Mirring-gnay-bir-nong' meaning 'I can hear a ringtail possum'
205410203,MARYKNOLL,MARYKNOLL,101976,27/09/2005,468967044,24/10/2013,300942712,Unknown,Unknown,English,Possibly from former name 'St Mary's'
205407638,MARYSVILLE,MARYSVILLE,101977,27/09/2005,468966167,24/10/2013,300942021,Public figure,Person,English,"Named for Mary Steavenson, wife of Assistant Commissioner of Roads and Bridges"
205408406,MATLOCK,MATLOCK,101980,27/09/2005,468966261,24/10/2013,300945915,Unknown,Unknown,English,"Originally Emerald Hill, renamed in 1864 but origin unclear"
205410132,MCCRAE,MCCRAE,101983,27/09/2005,468967438,24/10/2013,300942826,Early European settler,Person,Scottish,Named for Andrew and Georgiana McCrae
205410326,MCKINNON,MCKINNON,101987,27/09/2005,468966915,24/10/2013,300942389,Early European settler,Person,Scottish,"Named for McKinnon Road, itself named after early settler McKinnon"
205407698,MCMAHONS CREEK,MCMAHONS CREEK,101989,27/09/2005,468966303,24/10/2013,300945331,Unknown,Unknown,Unknown,
205410098,MEADOW HEIGHTS,MEADOW HEIGHTS,101993,27/09/2005,468966396,24/10/2013,300942787,Terrain,Nature,English,Part of Broadmeadows/Westmeadows group of names in the area
205410007,MELBOURNE,MELBOURNE,102000,27/09/2005,525072413,20/01/2017,468966702,British politician,Person,English,"Named for British Prime Minister, William Lamb, 2nd Viscount Melbourne"
205409285,MELBOURNE AIRPORT,MELBOURNE AIRPORT,102002,27/09/2005,532885845,2/06/2017,532434170,Other local places,Other local places,English,Named for Melbourne (Tullamarine) Airport
205409487,MELTON,MELTON,102003,27/09/2005,532434172,26/05/2017,526492959,Place in the UK,Place outside Australia,English,"Named for Melton Mowbray, England"
205409184,MELTON SOUTH,MELTON SOUTH,102004,27/09/2005,526492964,21/02/2017,526449229,Place in the UK,Place outside Australia,English,"Named for Melton Mowbray, England"
205409311,MELTON WEST,MELTON WEST,102005,27/09/2005,526374919,20/02/2017,468966393,Place in the UK,Place outside Australia,English,"Named for Melton Mowbray, England"
205410118,MENTONE,MENTONE,102009,27/09/2005,468966989,24/10/2013,301077201,Place in continental Europe,Place outside Australia,French,"Named for the resort near nice, France"
205409965,MENZIES CREEK,MENZIES CREEK,102010,27/09/2005,468966910,24/10/2013,300943005,Mining,Industry,English,"Named after a gold miner, James Menzies"
205409426,MERNDA,MERNDA,102022,27/09/2005,521916741,11/11/2016,468966311,Terrain,Nature,Indigenous,From local word meaning 'earth' or 'young girl' (sources conflict)
205409776,MERRICKS,MERRICKS,102026,27/09/2005,508000345,12/02/2016,468967474,Early European settler,Person,English,"Named for Henry and Alfred Meyrick, spelling changed over time"
205410320,MERRICKS BEACH,MERRICKS BEACH,102027,27/09/2005,508000346,12/02/2016,468967486,Early European settler,Person,English,"Named for Henry and Alfred Meyrick, spelling changed over time"
205409342,MERRICKS NORTH,MERRICKS NORTH,102028,27/09/2005,468967397,24/10/2013,300943593,Early European settler,Person,English,"Named for Henry and Alfred Meyrick, spelling changed over time"
205408611,MICKLEHAM,MICKLEHAM,102041,27/09/2005,520460020,14/10/2016,468966223,Place in the UK,Place outside Australia,English,"Named for Mickleham, England"
205410367,MIDDLE PARK,MIDDLE PARK,102044,27/09/2005,539860422,6/10/2017,468966790,Other local places,Other local places,English,"Named for former railway station, itself named for being midway along the boundary of Albert Park"
205409743,MILL PARK,MILL PARK,102050,27/09/2005,528890031,31/03/2017,468966412,Local estate,Local estate,Scottish,"Named for estate of George and Frances Coulstock, later Henry Miller"
205409881,MILLGROVE,MILLGROVE,102052,27/09/2005,468966547,24/10/2013,300943077,Place in Ireland,Place outside Australia,Irish,Named for home town of early settler John Kennedy
